운동 동작,대분류,난이도,부위,도구,목적,설명,영상
짐볼에 엎드려 팔꿈치 굽히기 2,관절 움직임 /닫힌사슬운동 /능동,매우 쉬움,등,"매트|  
큰공",관절 움직임,짐볼을 배 밑에 두고 네발 자세로 엎드려주세요. 한쪽 팔꿈치를 굽히면서 어깨를 같이 바닥으로 내려 굽힌 팔의 반대쪽으로 등을 돌렸다가 제자리로 돌아오세요. 등의 돌림 움직임을 만들어 주는 동작으로 관절에 통증이 생기지 않는 범위 안에서 움직여주세요. 자세가 흐트러지지 않게 코어에 힘을 유지해 주세요. 일정 횟수 반복 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1821/MG/d0937c2fea9c9baf48b13e5fe31ded3f.mp4
짐볼에 엎드려 팔꿈치 굽히기 3,관절 움직임 /닫힌사슬운동 /능동,매우 쉬움,등,"매트|  
큰공",관절 움직임,짐볼을 배 밑에 두고 네발 자세로 엎드려주세요. 한쪽 팔꿈치를 굽히면서 어깨를 같이 바닥으로 내려 굽힌 팔의 반대쪽으로 등을 돌렸다가 제자리로 돌아오세요. 반대쪽으로 똑같이 움직여주세요. 등의 돌림 움직임을 만들어 주는 동작으로 관절에 통증이 생기지 않는 범위 안에서 움직여주세요. 자세가 흐트러지지 않게 코어에 힘을 유지해 주세요. 일정 횟수 반복 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1822/MG/532a6e5086a1cf994a4ee7b6b6e1a6eb.mp4
짐볼에 엎드려 한쪽 팔꿈치 들기,근력 /닫힌사슬운동 /능동,매우 쉬움,어깨,"매트|  
큰공",근력,다리는 바닥에 두고 짐볼 위에 엎드려주세요. 움직일 방향의 손은 허리에 얹고 반대쪽 손은 주먹을 쥐어 짐볼에 둔 다음 머리를 받쳐주세요. 어깨가 올라가지 않게 날개뼈를 아래로 당기고 팔꿈치를 가능한 만큼 위로 들어주세요. 몸은 반듯한 자세를 유지해 주세요. 날개뼈와 어깨의 움직임을 만들어 주면서 주변 근육에 힘이 들어오는 것을 느껴주세요. 어깨에 통증이 생기지 않도록 주의하세요. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1818/MG/58a0b661cd8521d72fcf7b837a3060d8.mp4
짐볼에 엎드려 한쪽 팔꿈치 들기 2,근력 /닫힌사슬운동 /능동,매우 쉬움,어깨,"매트|  
큰공",근력,다리는 바닥에 두고 짐볼 위에 엎드려주세요. 움직일 방향의 손은 허리에 얹고 반대쪽 손은 주먹을 쥐어 짐볼에 둔 다음 머리를 받쳐주세요. 어깨가 올라가지 않게 날개뼈를 아래로 당기고 팔꿈치를 가능한 만큼 위로 들었다 내려주세요. 몸은 반듯한 자세를 유지해 주세요. 날개뼈와 어깨의 움직임을 만들어 주면서 주변 근육에 힘이 들어오는 것을 느껴주세요. 어깨에 통증이 생기지 않도록 주의하세요. 일정 횟수 반복 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1819/MG/b35d5dbfe9dd591707c9470145b15847.mp4
짐볼에 엎드려 한쪽으로 몸 돌리기,관절 움직임 /열린사슬운동 /능동,매우 쉬움,등|어깨,"매트|  
큰공",관절 움직임,다리는 바닥에 두고 짐볼 위에 엎드려주세요. 움직일 방향의 손은 허리에 얹고 반대쪽 손은 주먹을 쥐어 짐볼에 둔 다음 머리를 받쳐주세요. 어깨가 올라가지 않게 날개뼈를 아래로 당기고 팔꿈치를 위로 들면서 가능한 만큼 몸도 같이 돌려주세요. 다리나 허리는 반듯한 자세를 유지해 주세요. 어깨와 등의 움직임을 만들어 주면서 힘이 들어오는 것을 느껴주세요. 관절에 통증이 생기지 않도록 주의하세요. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1816/MG/ec01b5f8cde06d41f410c004c686645a.mp4
짐볼에 엎드려 한쪽으로 몸 돌리기 2,관절 움직임 /열린사슬운동 /능동,매우 쉬움,등|어깨,"매트|  
큰공",관절 움직임,다리는 바닥에 두고 짐볼 위에 엎드려주세요. 움직일 방향의 손은 허리에 얹고 반대쪽 손은 주먹을 쥐어 짐볼에 둔 다음 머리를 받쳐주세요. 어깨가 올라가지 않게 날개뼈를 아래로 당기고 팔꿈치를 위로 들면서 가능한 만큼 몸도 같이 돌렸다 제자리로 돌아오세요. 다리나 허리는 반듯한 자세를 유지해 주세요. 어깨와 등의 움직임을 만들어 주면서 힘이 들어오는 것을 느껴주세요. 관절에 통증이 생기지 않도록 주의하세요. 일정 횟수 반복 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1817/MG/209af4efc6e5bdd8780e34f3bead2904.mp4
짐볼에 엎드리고 바닥 밀어 등 올리기,근력 /닫힌사슬운동 /능동,쉬움,등|어깨,"매트|  
큰공",근력,짐볼을 골반과 허벅지 밑에 두고 다리를 바닥에서 들어 엎드려주세요. 머리와 등 윗부분을 같이 아래로 내렸다가 손바닥으로 바닥을 밀어 날개뼈와 등이 평평해지도록 올려주세요. 가슴 앞과 옆 근육에 힘이 들어가는 것을 느껴주세요. 코어에 힘을 유지하면서 허리가 말리거나 꺾이지 않도록 해주세요. 고개가 숙여지거나 어깨가 올라가지 않아야 합니다. 관절에 통증이 생기지 않도록 주의하세요. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1825/MG/5fcaa4ed24f7f0178bae381687a659fa.mp4
짐볼에 엎드리고 바닥 밀어 등 올리기 2,근력 /닫힌사슬운동 /능동,쉬움,등|어깨,"매트|  
큰공",근력,짐볼을 골반과 허벅지 밑에 두고 다리를 바닥에서 들어 엎드려주세요. 머리와 등 윗부분을 같이 아래로 내렸다가 손바닥으로 바닥을 밀어 날개뼈와 등이 평평해지도록 올려 준 다음 다시 내렸다가 동작을 반복해 주세요. 가슴 앞과 옆 근육에 힘이 들어가는 것을 느껴주세요. 코어에 힘을 유지하면서 허리가 말리거나 꺾이지 않도록 해주세요. 고개가 숙여지거나 어깨가 올라가지 않아야 합니다. 관절에 통증이 생기지 않도록 주의하세요. 일정 횟수 반복 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1826/MG/1614173d8122aafc3ebd70f6f47df64f.mp4
짐볼에 옆으로 기대 옆구리 스트레칭,관절 움직임 /열린사슬운동 /능동,매우 쉬움,등|허리|어깨,"매트|  
큰공",관절 움직임,스트레칭할 반대편에 짐볼을 두고 앉아주세요. 짐볼에 옆으로 몸을 기댄 다음 스트레칭할 쪽의 팔을 머리 위로 올려 힘을 빼 주세요. 올린 팔 옆에서 몸의 옆부분까지 스트레칭 되는 것을 느껴주세요. 관절에 통증이 생기지 않게 주의하세요. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1828/MG/68fc8a0bb4453f4918c0ab147809e65b.mp4
짐볼에 팔 올려 아기자세,관절 움직임 /열린사슬운동 /능동,매우 쉬움,등|허리|어깨,"매트|  
큰공",관절 움직임,짐볼 위에 팔을 올리고 무릎을 바닥에 댄 자세에서 엉덩이를 뒤꿈치로 내려주는 동시에 짐볼을 밀면서 팔을 앞으로 뻗어주세요. 팔과 등 주위로 스트레칭 되는 것을 느껴주세요. 관절에 통증이 생기지 않아야 합니다. 편한 호흡과 함께 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1331/MG/a939e485eaaa692a13c77831893ff70c.mp4
짐볼에 팔 올려 옆구리 스트레칭,관절 움직임 /열린사슬운동 /능동,매우 쉬움,등|허리|어깨,"매트|  
큰공",관절 움직임,무릎을 굽히고 짐볼 앞에 앉아 양손을 공위에 얹어 짐볼을 스트레칭할 쪽의 반대쪽 대각선으로 밀면서 팔을 앞으로 뻗어주세요. 팔과 옆구리 아래쪽으로 스트레칭 되는 것을 느껴주세요. 반대쪽도 똑같이 반복해 주세요. 관절에 통증이 생기지 않아야 합니다. 편한 호흡과 함께 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1332/MG/814e0a23eb1cc0763271e6207e851a02.mp4
짐볼에서 물통 잡고 체스트 프레스,근력 /열린사슬운동 /능동,보통,어깨,"매트|  
큰공|  
무게",근력,"양손에 물통을 잡고 짐볼에 등을 대고 누워주세요. 팔꿈치를 어깨 옆으로 벌린 상태에서 팔꿈치를 펴 앞으로 팔을 뻗었다 시작자세로 돌아가세요. 물통을 천장을 향해 밀 때 가슴 앞에 힘이 들어오는 것을 느껴주세요. 어깨가 올라가거나 목에 힘이 과하게 들어가지 않아야 합니다. 팔꿈치, 어깨, 목에 통증이 생기지 않도록 주의하세요. 일정 횟수 반복 후 시작자세로 돌아오세요.",https://resources.mora.kr/static/exercise/media/2151/MG/fd58d39ecf973082920518b06d6bea67.mp4
짐볼을 이용한 데드버그,근력 /열린사슬운동 /능동,매우 쉬움,복부|허리,"매트|  
큰공",근력,무릎을 굽혀 누운 자세에서 배 위에 짐볼을 올려 허벅지와 양팔 사이에 둡니다. 어깨를 내려 팔로 짐볼을 누르고 코어에 힘을 준 뒤 한쪽 팔을 위로 뻗어주면서 반대쪽 다리를 같이 펴줍니다. 다른 손과 다리로는 공이 움직이지 않도록 잡아주세요. 뻗어준 팔과 다리를 시작 위치로 가져온 후 반대쪽도 반복해 줍니다. 운동 중 허리가 꺾이지 않도록 주의하세요. 일정 횟수 반복 후 시작 자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/643/MG/e343bf73aeb37b0130e6540aa2636702.mp4
짐볼을 이용한 데드버그 2,근력 /열린사슬운동 /능동,쉬움,복부|허리,"매트|  
큰공",근력,무릎을 굽혀 누운 자세에서 배 위에 짐볼을 올려 허벅지와 양팔 사이에 둡니다. 코어에 힘을 준 뒤 다리를 직각으로 들어주세요. 한쪽 팔을 위로 뻗어주면서 반대쪽 다리를 같이 펴줍니다. 다른 손과 다리로는 공이 움직이지 않도록 잡아주세요. 뻗어준 팔과 다리를 시작 위치로 가져온 후 반대쪽도 반복해 줍니다. 운동 중 어깨가 올라가거나 허리가 꺾이지 않도록 주의하세요. 일정 횟수 반복 후 시작 자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/644/MG/6341e391fc9fcae93603002150e8533a.mp4
짐볼을 이용한 데드버그 3,근력 /열린사슬운동 /능동,보통,복부|허리,"매트|  
큰공",근력,무릎을 굽혀 누운 자세에서 배 위에 짐볼을 올려놓습니다. 코어에 힘을 준 뒤 다리와 팔을 들어 짐볼을 발과 손으로 잡아주세요. 한쪽 팔을 위로 뻗어주면서 반대쪽 다리를 같이 펴줍니다. 다른 손과 다리로는 공이 움직이지 않도록 잡아주세요. 뻗어준 팔과 다리를 시작 위치로 가져온 후 반대쪽도 반복해 줍니다. 운동 중 어깨가 올라가거나 허리가 꺾이지 않도록 주의하세요. 일정 횟수 반복 후 시작 자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/645/MG/69f584c86be2f978be4aa092ffed232e.mp4
짐볼을 이용한 버드독,근력 /열린사슬운동 /능동,쉬움,복부|허리,"매트|  
큰공",근력,짐볼을 앞에 두고 무릎으로 섭니다. 그다음 짐볼을 배 밑에 놓고 팔과 다리의 끝으로 균형을 잡습니다. 상체가 일직선이 될 수 있도록 합니다. 코어에 힘을 주어 균형과 자세를 유지한 뒤 한쪽 팔과 대각선 반대쪽 다리를 들어 올렸다 내려줍니다. 다른 쪽 팔다리도 번갈아 반복해주세요. 전신 근육을 사용하는 운동으로 자세를 바르게 유지하면서 움직이는 것에 집중해주세요. 일정 횟수 반복 후 시작 자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/648/MG/2d23ad7671a04c270cc3fc55aaae0d38.mp4
짐볼을 이용한 사이드런지,균형 /닫힌사슬운동 /능동,어려움,고관절&골반,큰공,균형,운동할 다리의 반대쪽 다리를 짐볼 위에 올리고 선 자세에서 옆으로 공을 밀어줍니다. 동시에 서 있는 쪽에 체중을 실어 고관절과 무릎을 굽혀 자세를 낮춰 앉아 주세요. 그다음 서 있는 다리를 펴 몸을 세우고 반대 다리로 공을 당겨옵니다. 짐볼 위에 있는 다리는 허벅지 안쪽에 스트레칭이 느껴지고 서 있는 다리는 허벅지와 엉덩이에 힘이 들어올 것입니다. 서 있는 다리의 무릎이 안쪽이나 바깥쪽으로 빠지지 않도록 주의하세요. 일정 횟수 반복 후 시작 자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/656/MG/2c658bba90cbdd84561daf6a726b473c.mp4
짐볼을 이용한 사이드런지 2,근력 /닫힌사슬운동 /능동,어려움,고관절&골반,큰공,근력,다리를 넓게 벌리고 선 자세에서 상체는 앞으로 살짝 숙이고 공을 옆으로 굴려줍니다. 공이 가는 방향으로 체중을 이동 시켜 무릎과 고관절을 굽혀 앉아주세요. 반대쪽도 반복해주세요. 무릎은 발과 같은 방향으로 나가도록 합니다. 굽혀진 다리의 허벅지와 엉덩이에 힘이 들어가고 반대 다리의 안쪽 허벅지에서 스트레칭이 느껴지도록 해주세요. 일정 횟수 반복 후 시작 자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/658/MG/482ceb2c6c979ce1d185eb41443433d9.mp4
짐볼을 이용한 엉덩 관절 굽힘근 스트레칭,관절 움직임 /닫힌사슬운동 /능동,매우 쉬움,고관절&골반,"매트|  
큰공",관절 움직임,스트레칭할 쪽 골반 앞에 짐볼을 두고 반무릎 자세를 해주세요. 반대 다리를 앞으로 보내고 상체는 똑바로 유지하면서 스트레칭할 쪽 골반을 공에 기대주세요. 허리가 꺾이지 않도록 골반을 앞으로 당겨주세요. 골반 앞쪽이 스트레칭되는 것을 느껴주세요. 허리나 엉덩 관절에 통증이 생기지 않아야 합니다. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2823/MG/9bdce6a9f47d45a78462bcf334d2fc48.mp4
쪼그려 앉아 왕복 윈드밀 동적 스트레칭,관절 움직임 /열린사슬운동 /능동,보통,고관절&골반|등|전신|어깨,-,관절 움직임,"발을 넓게 선 자세에서 쪼그려 앉은 다음 한 손은 발이나 다리를 잡고 반대 팔을 펴 천장을 향해 뻗었다 돌아온 다음 반대쪽도 똑같이 진행해 주세요. 팔을 올릴 때 가슴도 같이 따라가주세요. 어깨와 등의 가동성을 늘려주면서 스트레칭 되는 것을 느껴주세요. 허리나 고관절, 무릎, 어깨에 통증이 생기지 않도록 주의하세요. 양쪽 번갈아 일정 횟수 반복 후 시작자세로 돌아오세요.",https://resources.mora.kr/static/exercise/media/2956/MG/2dfb859fbfc98676e150912782b9f345.mp4
쪼그려 앉아 윈드밀 동적 스트레칭,관절 움직임 /열린사슬운동 /능동,보통,고관절&골반|등|전신|어깨,-,관절 움직임,"발을 넓게 선 자세에서 쪼그려 앉은 다음 한 손은 발이나 다리를 잡고 반대 팔을 펴 천장을 향해 뻗었다 돌아오세요. 팔을 올릴 때 가슴도 같이 따라가주세요. 어깨와 등의 가동성을 늘려주면서 스트레칭 되는 것을 느껴주세요. 허리나 고관절, 무릎, 어깨에 통증이 생기지 않도록 주의하세요. 일정 횟수 반복 후 시작자세로 돌아오세요.",https://resources.mora.kr/static/exercise/media/2955/MG/f62d301e5f792bcf50bc7e82e4d92825.mp4
쪼그려 앉아 윈드밀 스트레칭,관절 움직임 /열린사슬운동 /능동,보통,고관절&골반|등|전신|어깨,-,관절 움직임,"발을 넓게 선 자세에서 쪼그려 앉은 다음 한 손은 발이나 다리를 잡고 반대 팔을 펴 천장을 향해 뻗어주세요. 가슴도 같이 따라가주세요. 어깨와 등의 가동성을 늘려주면서 스트레칭 되는 것을 느껴주세요. 허리나 고관절, 무릎, 어깨에 통증이 생기지 않도록 주의하세요. 일정 시간 유지 후 시작자세로 돌아오세요.",https://resources.mora.kr/static/exercise/media/2954/MG/774c8c3b5d11004e1acc6aca4e54682c.mp4
